,0
234,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
235,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
236,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
237,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
238,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
239,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
240,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
241,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
242,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
243,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
244,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
245,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
246,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
247,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
248,"Oh, ain't she sweet?
Well, see her walking down that street
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she nice?
Well, look her over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?

Oh, ain't that nice?
Well, look it over once or twice
Yes, I ask you very confidentially
Ain't she nice?

Just cast an eye
In her direction
Oh me oh my
Ain't that perfection?

Oh, I repeat
Well, don't you think that's kind of neat?
Yes, I ask you very confidentially
Ain't she sweet?

Oh, ain't she sweet?
Well, see her walking down that street
Well, I ask you very confidentially
Ain't she sweet?
Well, I ask you very confidentially
Ain't she sweet?"
249,"Oh ain't she sweet,
Well see her walking down that street.
Yes I ask you very confidentially,
Ain't she sweet?

Oh ain't she nice,
Well look her over once or twice.
Yes I ask you very confidentially,
Ain't she nice?

Just cast an eye
In her direction.
Oh me oh my,
Ain't that perfection?

Oh I repeat
Well don't you think that's kind of neat?
Yes I ask you very confidentially,
Ain't she sweet?

Oh ain't she sweet,
Well see her walking down that street.
Well I ask you very confidentially,
Ain't she sweet?

Oh ain't that nice,
Well look it over once or twice.
Yes I ask you very confidentially,
Ain't she nice?

Just cast an eye
In her direction.
Oh me oh my,
Ain't that perfection?

Oh I repeat
Well don't you think that's kind of neat?
Yes I ask you very confidentially,
Ain't she sweet?

Oh ain't she sweet,
Well see her walking down that street.
Well I ask you very confidentially,
Ain't she sweet?
Well I ask you very confidentially,
Ain't she sweet?"
250,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
251,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
252,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
253,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
254,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
255,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
256,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
257,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
258,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
259,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
260,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
261,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
262,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
263,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
264,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
265,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
266,"Whenever I want you around, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And when I, I wanna kiss you, yeah
All I gotta do
Is whisper in your ear
The words you long to hear
And I'll be kissing you

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

And when I, I wanna kiss you, yeah
All I gotta do
Is call you on the phone
And you'll come running home
Yeah, that's all I gotta do

And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just gotta call on me, yeah
You just gotta call on me

Oh, you just gotta call on me"
267,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
268,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
269,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
270,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
271,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
272,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
273,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
